Israel,Maccabi Bnei Raina,,
Israel,Maccabi Haifa,,
Israel,Maccabi Netanya,,
Israel,Maccabi Tel Aviv,,
Italy,AC Milan,Milan,
Italy,AS Roma,Roma,
Italy,Atalanta,,
Italy,Bologna,,
Italy,Cagliari,,
Italy,Como,,
Italy,Cremonese,,
Italy,Fiorentina,,
Italy,Genoa,,
Italy,Hellas Verona,,
Italy,Inter Milan,Inter,
Italy,Juventus,Juve,
Italy,Lazio,,
Italy,Lecce,,
Italy,Napoli,,
Italy,Parma,,
Italy,Pisa,,
Italy,Sassuolo,,
Italy,Torino,,
Italy,Udinese,,
Kazakhstan,Aktobe,,
Kazakhstan,Altai Semey,,
Kazakhstan,Atyrau,,
Kazakhstan,FC Astana,Astana,
Kazakhstan,FC Kyzylzhar Petropavlovsk,Kyzylzhar,
Kazakhstan,FC Yelimay,Yelimay,
Kazakhstan,Irtysh Pavlodar,,
Kazakhstan,Kairat Almaty,Kairat,
Kazakhstan,Kaisar Kyzylorda,Kaisar,
Kazakhstan,Kaspiy Aktau,Kaspiy,
Kazakhstan,Okzhetpes Kokshetau,,
Kazakhstan,Ordabasy Shymkent,,
Kazakhstan,Tobol Kostanay,,
Kazakhstan,Ulytau,,
Kazakhstan,Zhenis,,
Kazakhstan,Zhetysu Taldykorgan,Zhetysu,
Kosovo,Drenica,,
Kosovo,Drita,,
Kosovo,Dukagjini,,
Kosovo,FC Ballkani,Ballkani,
Kosovo,Ferizaj,,
Kosovo,Gjilani,,
Kosovo,KF Llapi,Llapi,
Kosovo,Malisheva,,
Kosovo,Prishtina,,
Kosovo,Prishtina e Re,,
Latvia,Auda,,
Latvia,BFC Daugavpils,Daugavpils,
Latvia,FK Jelgava,Jelgava,
Latvia,FK Liepaja,Liepaja,
Latvia,FK Tukums 2000,Tukums 2000,
Latvia,Grobina,,
Latvia,Ogre United,,
Latvia,RFS,,
Latvia,Riga FC,Riga,
Latvia,SK Super Nova,Super Nova,
Liechtenstein,FC Balzers,Balzers,
Liechtenstein,FC Ruggell,Ruggell,
Liechtenstein,FC Schaan,,
Liechtenstein,FC Triesen,Triesen,
Liechtenstein,FC Triesenberg,Triesenberg,
Liechtenstein,FC Vaduz,Vaduz,
Liechtenstein,USV Eschen/Mauren,Eschen Mauren,
Lithuania,Banga Gargzdai,,
Lithuania,Dziugas Telsiai,,
Lithuania,FA Siauliai,Siauliai,
Lithuania,FK Kauno Zalgiris,Kauno Zalgiris,
Lithuania,FK Panevezys,Panevezys,
Lithuania,FK TransINVEST,Transinvest,
Lithuania,Hegelmann,,
Lithuania,Riteriai,,
Lithuania,Suduva,,
Lithuania,Zalgiris Vilnius,Zalgiris,
Luxembourg,AS Jeunesse Esch,Jeunesse Esch,
Luxembourg,Atert Bissen,,
Luxembourg,F91 Dudelange,F91,Dudelange
Luxembourg,FC Differdange 03,Differdange,
Luxembourg,FC Jeunesse Canach,Jeunesse Canach,
Luxembourg,FC Mamer 32,Mamer 32,
Luxembourg,FC Progres Niederkorn,Progres Niederkorn,
Luxembourg,FC Rodange 91,Rodange,
Luxembourg,FC Victoria Rosport,Victoria Rosport,
Luxembourg,Racing FC Union Luxembourg,Union Luxembourg,
Luxembourg,Swift Hesperange,,
Luxembourg,UN Käerjeng 97,Kaerjeng,
Luxembourg,Una Strassen,,
Luxembourg,Union Titus Petange,,
Luxembourg,US Hostert,Hostert,
Luxembourg,US Mondorf les Bains,Mondorf les Bains,
Malta,Birkirkara,,
Malta,Floriana,,
Malta,Gzira United,,
Malta,Hamrun Spartans,Hamrun,
Malta,Hibernians,,
Malta,Marsaxlokk,,
Malta,Mosta,,
Malta,Naxxar Lions,Naxxar,
Malta,Sliema Wanderers,Sliema,
Malta,Tarxien Rainbows,Tarxien,
Malta,Valletta,,
Malta,Zabbar St Patrick,Zabbar,
Moldova,CF Sparta Selemet,Sparta Selemet,
Moldova,CS Petroclub,Petroclub,
Moldova,Dacia Buiucani,,
Moldova,FC Balti,Balti,
Moldova,FC Milsami Orhei,Milsami Orhei,
Moldova,FC Sheriff,Sheriff,
Moldova,Politehnica UTM,Politehnica,
Moldova,Zimbru,,
Montenegro,Buducnost Podgorica,Buducnost,
Montenegro,Decic Tuzi,,
Montenegro,FK Arsenal Tivat,Arsenal Tivat,
Montenegro,FK Bokelj,Bokelj,
Montenegro,Jedinstvo BP,Jedinstvo,
Montenegro,Jezero,,
Montenegro,Mornar,,
Montenegro,OFK Mladost Donja Gorica,Mladost,
Montenegro,Petrovac,,
Montenegro,Sutjeska,,
Netherlands,Ajax,,
Netherlands,AZ Alkmaar,AZ,
Netherlands,Excelsior,,
Netherlands,FC Groningen,Groningen,
Netherlands,FC Twente,Twente,
Netherlands,FC Utrecht,Utrecht,
Netherlands,FC Volendam,Volendam,
Netherlands,Feyenoord,,
Netherlands,Fortuna Sittard,,
Netherlands,Go Ahead Eagles,,
Netherlands,Heracles,,
Netherlands,NAC Breda,Breda,
Netherlands,NEC Nijmegen,NEC,Nijmegen
Netherlands,PEC Zwolle,Zwolle,
Netherlands,PSV Eindhoven,PSV,
Netherlands,SC Heerenveen,Heerenveen,
Netherlands,Sparta Rotterdam,Rotterdam,
Netherlands,Telstar,,
North Macedonia,Brera Strumica,,
North Macedonia,FC Struga,Struga,
North Macedonia,FK Makedonija G.P.,Makedonija,
North Macedonia,FK Pelister,Pelister,
North Macedonia,FK Rabotnicki,Rabotnicki,
North Macedonia,FK Sileks,Sileks,
North Macedonia,FK Vardar,Vardar,
North Macedonia,GFK Tikvesh,Tikvesh,
North Macedonia,KF Arsimi,Arsimi,
North Macedonia,KF Bashkimi 1947,Bashkimi,
North Macedonia,KF Shkendija,Shkendija,
North Macedonia,KF Shkupi,Shkupi,
Northern Ireland,Ballymena United,Ballymena,
Northern Ireland,Bangor,,
Northern Ireland,Carrick Rangers,Carrick,
Northern Ireland,Cliftonville,,
Northern Ireland,Coleraine,,
Northern Ireland,Crusaders,,
Northern Ireland,Dungannon Swifts,Dungannon,
Northern Ireland,Glenavon,,
Northern Ireland,Glentoran,,
Northern Ireland,Larne,,
Northern Ireland,Linfield,,
Northern Ireland,Portadown,,
Norway,Aalesund,,
Norway,Bodo/Glimt,Bodo Glimt,
Norway,Brann,,
Norway,Fredrikstad,,
Norway,Hamarkameratene,,
Norway,KFUM,,
Norway,Kristiansund,,
Norway,Lillestrom,,
Norway,Molde,,
Norway,Rosenborg,,
Norway,Sandefjord,,
Norway,Sarpsborg 08,Sarpsborg,
Norway,Start,,
Norway,Tromso,,
Norway,Valerenga,,
Norway,Viking,,
Poland,Arka Gdynia,,
Poland,Cracovia,,
Poland,GKS Katowice,Katowice,
Poland,Gornik Zabrze,Gornik,
Poland,Jagiellonia Bialystok,Jagiellonia,
Poland,Korona Kielce,,
Poland,Lech Poznan,Lech,
Poland,Lechia Gdansk,,
Poland,Legia Warszawa,Legia Warsaw,Legia
Poland,Motor Lublin,,
Poland,Piast Gliwice,,
Poland,Pogon Szczecin,,
Poland,Radomiak Radom,Radomiak,
Poland,Rakow Czestochowa,Rakow,
Poland,Termalica Nieciecza,,
Poland,Widzew Lodz,,
Poland,Wisla Plock,,
Poland,Zaglebie Lubin,Zaglebie,
Portugal,Alverca,,
Portugal,Arouca,,
Portugal,AVS Futebol,,
Portugal,Benfica,,
Portugal,Braga,,
Portugal,Casa Pia AC,Casa Pia,
Portugal,Estoril,,
Portugal,Estrela da Amadora,,
Portugal,Famalicao,,
Portugal,FC Porto,Porto,
Portugal,Gil Vicente,,
Portugal,Moreirense,,
Portugal,Nacional,,
Portugal,Rio Ave,,
Portugal,Santa Clara,,
Portugal,Sporting CP,Sporting,
Portugal,Tondela,,
Portugal,Vitoria de Guimaraes,Vitoria,
Republic of Ireland,Bohemian FC,Bohemian,
Republic of Ireland,Derry City,Derry,
Republic of Ireland,Drogheda United,,
Republic of Ireland,Dundalk,,
Republic of Ireland,Galway United FC,Galway United,
Republic of Ireland,Shamrock Rovers,,
Republic of Ireland,Shelbourne,,
Republic of Ireland,Sligo Rovers,,
Republic of Ireland,St Patrick's Athletic,St Patricks,
Republic of Ireland,Waterford FC,Waterford,
Romania,Botosani,,
Romania,CFR Cluj,,
Romania,Dinamo Bucuresti,,
Romania,FC Arges Pitesti,Arges Pitesti,
Romania,FC Metaloglobus Bucuresti,Metaloglobus,
Romania,FC Unirea Slobozia,Unirea Slobozia,
Romania,FCSB,,
Romania,FCV Farul Constanta,Farul Constanta,
Romania,FK Csíkszereda Miercurea Ciuc,Csíkszereda,
Romania,Hermannstadt,,
Romania,Otelul Galati,,
Romania,Petrolul Ploiesti,,
Romania,Rapid Bucuresti,,
Romania,Universitatea Cluj,U Cluj,
Romania,Universitatea Craiova,U Craiova,
Romania,UTA Arad,Arad,
Russia,Akron Togliatti,Akron,
Russia,Baltika,,
Russia,CSKA Moscow,,
Russia,Dinamo Moscow,,
Russia,Dynamo Makhachkala,,
Russia,FC Krasnodar,Krasnodar,
Russia,FC Orenburg,Orenburg,
Russia,FC Rostov,Rostov,
Russia,FK Akhmat,Akhmat,
Russia,Krylya Sovetov Samara,Krylya Sovetov,
Russia,Lokomotiv Moscow,,
Russia,Nizhny Novgorod,,
Russia,PFC Sochi,Sochi,
Russia,Rubin Kazan,,
Russia,Spartak Moscow,,
Russia,Zenit St Petersburg,Zenit,
San Marino,AC Juvenes/Dogana,Juvenes/Dogana,Juvenes Dogana
San Marino,Cailungo,,
San Marino,Domagnano,,
San Marino,Faetano,,
San Marino,Fiorentino,,
San Marino,Folgore,,
San Marino,La Fiorita,,
San Marino,Libertas,,
San Marino,Murata,,
San Marino,Pennarossa,,
San Marino,San Giovanni,,
San Marino,San Marino Academy,,
San Marino,SS Cosmos,Cosmos,
San Marino,Tre Fiori,,
San Marino,Tre Penne,,
San Marino,Virtus,,
Scotland,Aberdeen,,
Scotland,Celtic,,
Scotland,Dundee FC,,
Scotland,Dundee United,,
Scotland,Falkirk,,
Scotland,Hearts,,
Scotland,Hibernian,,
Scotland,Kilmarnock,,
Scotland,Livingston,,
Scotland,Motherwell,,
Scotland,Rangers,,
Scotland,St Mirren,,
Serbia,Cukaricki,,
Serbia,FK Crvena Zvezda,Crvena Zvezda,Red Star Belgrade
Serbia,FK IMT Beograd,IMT Beograd,
Serbia,FK Radnicki 1923,Radnicki 1923,
Serbia,FK Radnik Surdulica,Radnik Surdulica,
Serbia,FK Spartak Subotica,Spartak Subotica,
Serbia,Javor,,
Serbia,Mladost Lucani,Mladost,
Serbia,Napredak,,
Serbia,Novi Pazar,,
Serbia,OFK Beograd,,
Serbia,Partizan Beograd,Partizan,
Serbia,Radnicki Nis,,
Serbia,TSC Backa Topola,Backa Topola,
Serbia,Vojvodina,,
Serbia,Zeleznicar Pancevo,Zeleznicar,
Slovakia,Slovan Bratislava,,
Slovakia,DAC 1904 Dunajska Streda,Dunajska,
Slovakia,FC Kosice,Kosice,
Slovakia,Komarno,,
Slovakia,Ruzomberok,,
Slovakia,Skalica,,
Slovakia,Spartak Trnava,,
Slovakia,Tatran Presov,,
Slovakia,Trencin,,
Slovakia,Zeleziarne Podbrezova,Zeleziarne,
Slovakia,Zemplin Michalovce,Zemplin,
Slovakia,Zilina,,
Slovenia,Aluminij,,
Slovenia,Domzale,,
Slovenia,Koper,,
Slovenia,Maribor,,
Slovenia,Mura,,
Slovenia,NK Bravo,Bravo,
Slovenia,NK Celje,Celje,
Slovenia,Olimpija Ljubljana,Olimpija,
Slovenia,Primorje,,
Slovenia,Radomlje,,
Spain,Athletic Club,Bilbao,Athletic Bilbao
Spain,Atletico Madrid,Atleti,
Spain,Barcelona,Barca,
Spain,Celta Vigo,,
Spain,Deportivo Alaves,Alaves,
Spain,Elche,,
Spain,Espanyol,,
Spain,Getafe,,
Spain,Girona,,
Spain,Levante,,
Spain,Mallorca,,
Spain,Osasuna,,
Spain,Rayo Vallecano,Vallecano,
Spain,Real Betis,Betis,
Spain,Real Madrid,,
Spain,Real Oviedo,,
Spain,Real Sociedad,Sociedad,
Spain,Sevilla,,
Spain,Valencia,,
Spain,Villarreal,,
Sweden,AIK,,
Sweden,Brommapojkarna,,
Sweden,Degerfors,,
Sweden,Djurgården,,
Sweden,Elfsborg,,
Sweden,GAIS,,
Sweden,Häcken,,
Sweden,Halmstads BK,Halmstads,
Sweden,Hammarby,,
Sweden,IFK Goteborg,Goteborg,
Sweden,Kalmar FF,Kalmar,
Sweden,Malmo FF,Malmo,
Sweden,Mjällby,,
Sweden,Orgryte,,
Sweden,Sirius,,
Sweden,Vasteras SK,Vasteras,
Switzerland,BSC Young Boys,Young Boys,
Switzerland,FC Basel 1893,Basel,
Switzerland,FC Lausanne-Sport,Lausanne Sport,Lausanne
Switzerland,FC Lugano,Lugano,
Switzerland,FC Luzern,Luzern,
Switzerland,FC Sion,Sion,
Switzerland,FC St.Gallen 1879,St Gallen,
Switzerland,FC Thun,Thun,
Switzerland,FC Winterthur,Winterthur,
Switzerland,FC Zurich,Zurich,FCZ
Switzerland,Grasshopper Club Zurich,Grasshopper,Grasshoppers
Switzerland,Servette FC,Servette,
Turkiye,Alanyaspor,,
Turkiye,Antalyaspor,,
Turkiye,Basaksehir,,
Turkiye,Besiktas,,
Turkiye,Eyupspor,,
Turkiye,Fatih Karagumruk,Karagumruk,
Turkiye,Fenerbahce,,
Turkiye,Galatasaray,,
Turkiye,Gaziantep FK,Gaziantep,
Turkiye,Genclerbirligi,,
Turkiye,Goztepe,,
Turkiye,Kasimpasa,,
Turkiye,Kayserispor,,
Turkiye,Kocaelispor,,
Turkiye,Konyaspor,,
Turkiye,Rizespor,,
Turkiye,Samsunspor,,
Turkiye,Trabzonspor,,
Ukraine,Dynamo Kyiv,,
Ukraine,Epitsentr Kamianets-Podilskyi,Epitsentr,
Ukraine,FC Kolos Kovalivka,FC Kolos Kovalivka,
Ukraine,FC Oleksandriya,Oleksandriya,
Ukraine,Karpaty,,
Ukraine,Kryvbas,,
Ukraine,Kudrivka,,
Ukraine,LNZ Cherkasy,Cherkasy,
Ukraine,Metalist 1925,Metalist,
Ukraine,Obolon Kyiv,,
Ukraine,Polissya Zhytomyr,,
Ukraine,Rukh Lviv,,
Ukraine,SC Poltava,Poltava,
Ukraine,Shakhtar Donetsk,Shakhtar,
Ukraine,Veres Rivne,,
Ukraine,Zorya,,
Wales,The New Saints,TNS,
Wales,Bala Town,Bala,
Wales,Barry Town,Barry,
Wales,Briton Ferry,Briton,
Wales,Caernarfon,,
Wales,Cardiff Met University,Cardiff Met,
Wales,Colwyn Bay,Colwyn,
Wales,Connah's Quay Nomads,Connah's Quay,
Wales,Flint Town United,Flint,Flint Town
Wales,Haverfordwest,,
Wales,Llanelli,,
Wales,Penybont,,
